player_name,age,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,isallstar
Aaron Gray,24,56,3.5,3.9,0.8,-5.3,0.135,0.213,0.142,0.508,0.098,0
Acie Law,24,55,2.9,1.1,1.6,1.2,0.013,0.1,0.164,0.49,0.257,0
Al Horford,23,67,11.5,9.3,2.4,0.9,0.077,0.25,0.168,0.565,0.119,1
Al Thornton,25,71,16.8,5.2,1.5,-10.6,0.052,0.114,0.228,0.502,0.068,0
Alando Tucker,25,30,4.6,1.0,0.4,2.1,0.07,0.048,0.216,0.509,0.064,0
Alexis Ajinca,21,31,2.3,1.0,0.1,2.6,0.063,0.153,0.25,0.43,0.032,0
Sam Young,25,80,7.4,2.5,0.7,-9.2,0.066,0.107,0.219,0.518,0.068,0
Russell Westbrook,21,82,16.1,4.9,8.0,5.0,0.059,0.101,0.254,0.491,0.367,1
Ryan Anderson,22,63,7.7,3.2,0.6,10.4,0.091,0.164,0.239,0.574,0.069,0
Roy Hibbert,23,81,11.7,5.7,2.0,0.5,0.097,0.15,0.224,0.537,0.13,1
Rodrigue Beaubois,22,56,7.1,1.4,1.3,5.3,0.02,0.104,0.241,0.617,0.162,0
Brandon Jennings,20,82,15.5,3.4,5.7,1.8,0.019,0.105,0.26,0.475,0.298,0
Brandon Rush,24,82,9.4,4.2,1.4,-3.7,0.017,0.133,0.149,0.522,0.07,0
Brook Lopez,22,82,18.8,8.6,2.3,-10.4,0.098,0.173,0.236,0.57,0.116,1
Patty Mills,21,10,2.6,0.2,0.5,-26.6,0.031,0.043,0.345,0.48,0.25,0
Robin Lopez,22,51,8.4,4.9,0.1,4.9,0.127,0.151,0.169,0.621,0.01,0
Omri Casspi,22,77,10.3,4.5,1.2,-2.9,0.044,0.162,0.192,0.529,0.076,0
Nicolas Batum,21,37,10.1,3.8,1.2,8.5,0.043,0.153,0.163,0.646,0.073,0
O.J. Mayo,22,82,17.5,3.8,3.0,-2.7,0.023,0.094,0.208,0.551,0.12,0
Taj Gibson,25,82,9.0,7.5,0.9,-0.8,0.114,0.187,0.167,0.521,0.049,0
Stephen Curry,22,80,17.5,4.5,5.9,-3.1,0.018,0.118,0.218,0.568,0.241,1
Sonny Weems,23,69,7.5,2.8,1.5,0.8,0.039,0.125,0.186,0.533,0.11,0
Taylor Griffin,24,8,1.3,0.3,0.1,1.5,0.0,0.063,0.178,0.425,0.056,0
Tyler Hansbrough,24,29,8.5,4.8,1.0,-4.3,0.12,0.173,0.249,0.448,0.097,0
Ty Lawson,22,65,8.3,1.9,3.1,5.4,0.037,0.071,0.176,0.6,0.233,0
Toney Douglas,24,56,8.6,1.9,2.0,-4.7,0.04,0.074,0.194,0.571,0.167,0
Terrence Williams,23,78,8.4,4.5,2.9,-8.3,0.029,0.202,0.217,0.459,0.224,0
Anthony Randolph,20,33,11.6,6.5,1.3,-6.0,0.11,0.217,0.235,0.521,0.089,0
Austin Daye,22,69,5.1,2.5,0.5,-8.5,0.042,0.204,0.181,0.546,0.063,0
Serge Ibaka,20,73,6.3,5.4,0.1,1.6,0.122,0.215,0.163,0.562,0.013,0
AJ Price,23,56,7.3,1.6,1.9,1.4,0.015,0.098,0.225,0.53,0.198,0
Alexis Ajinca,22,6,1.7,0.7,0.0,11.5,0.036,0.111,0.193,0.479,0.0,0
Tyreke Evans,20,72,20.1,5.3,5.8,-7.0,0.027,0.136,0.264,0.529,0.268,0
Eric Maynor,23,81,4.7,1.6,3.3,2.8,0.02,0.095,0.174,0.478,0.339,0
Eric Gordon,21,62,16.9,2.6,3.0,-4.6,0.013,0.07,0.214,0.571,0.135,0
George Hill,24,78,12.4,2.6,2.9,4.6,0.022,0.085,0.19,0.572,0.154,0
Earl Clark,22,51,2.7,1.2,0.4,-1.5,0.054,0.13,0.216,0.42,0.093,0
Donte Greene,22,76,8.5,3.1,0.9,-4.2,0.037,0.128,0.193,0.526,0.067,0
Gerald Henderson,22,43,2.6,1.3,0.3,0.2,0.048,0.127,0.18,0.453,0.071,0
James Johnson,23,65,3.9,2.0,0.7,-9.3,0.051,0.141,0.179,0.532,0.104,0
James Harden,20,76,9.9,3.2,1.8,5.9,0.032,0.126,0.203,0.551,0.13,1
JaVale McGee,22,60,6.4,4.1,0.2,-8.2,0.106,0.184,0.195,0.539,0.024,0
JJ Hickson,21,81,8.5,4.9,0.5,2.6,0.082,0.193,0.189,0.58,0.037,0
Henry Walker,22,35,9.4,2.5,1.1,0.5,0.022,0.11,0.165,0.649,0.079,0
Hasheem Thabeet,23,68,3.1,3.6,0.2,-5.9,0.11,0.204,0.105,0.605,0.018,0
Goran Dragic,24,80,7.9,2.1,3.0,4.6,0.031,0.104,0.213,0.566,0.264,1
J.R. Giddens,25,32,2.2,1.6,0.4,-8.8,0.073,0.178,0.162,0.492,0.096,0
Derrick Rose,21,78,20.8,3.8,6.0,-0.5,0.025,0.085,0.271,0.532,0.297,1
Chris Douglas-Roberts,23,67,9.8,3.0,1.4,-11.2,0.029,0.109,0.196,0.512,0.099,0
Courtney Lee,24,71,12.5,3.5,1.7,-9.4,0.028,0.099,0.178,0.525,0.086,0
Chase Budinger,22,74,8.9,3.0,1.2,0.1,0.027,0.147,0.189,0.545,0.096,0
D.J. Augustin,22,80,6.4,1.2,2.4,0.2,0.009,0.068,0.179,0.516,0.232,0
Derrick Brown,22,57,3.3,1.4,0.3,1.5,0.072,0.104,0.17,0.52,0.061,0
DeMarre Carroll,23,71,2.9,2.1,0.5,-1.7,0.08,0.135,0.145,0.426,0.059,0
DeMar DeRozan,20,77,8.6,2.9,0.7,-5.5,0.047,0.108,0.182,0.554,0.048,1
DeJuan Blair,21,82,7.8,6.4,0.8,4.0,0.159,0.255,0.204,0.564,0.07,0
DeAndre Jordan,21,70,4.8,5.0,0.3,-10.0,0.127,0.248,0.147,0.571,0.029,1
Darren Collison,22,76,12.4,2.5,5.7,-4.4,0.023,0.086,0.23,0.546,0.323,0
Darrell Arthur,22,32,4.5,3.4,0.5,-12.0,0.086,0.189,0.172,0.449,0.052,0
Darnell Jackson,24,28,0.8,0.8,0.1,-12.4,0.091,0.116,0.177,0.352,0.056,0
Dante Cunningham,23,63,3.9,2.5,0.2,5.5,0.094,0.19,0.166,0.517,0.032,0
Danny Green,23,20,2.0,0.9,0.3,-6.0,0.082,0.087,0.186,0.48,0.074,0
Danilo Gallinari,21,81,15.1,4.9,1.7,-2.6,0.027,0.14,0.194,0.575,0.077,0
DaJuan Summers,22,44,3.0,1.0,0.4,-13.7,0.038,0.099,0.183,0.457,0.07,0
DJ White,23,12,4.9,1.9,0.3,3.5,0.123,0.148,0.203,0.65,0.069,0
Malik Hairston,23,47,2.1,1.0,0.3,2.6,0.049,0.128,0.143,0.555,0.075,0
Luc Mbah a Moute,23,73,6.2,5.5,1.1,1.4,0.096,0.15,0.121,0.53,0.067,0
Lester Hudson,25,25,2.3,0.7,0.5,2.5,0.064,0.096,0.24,0.494,0.155,0
Kyle Weaver,24,12,3.0,1.5,0.9,-2.3,0.008,0.135,0.122,0.505,0.112,0
Marcus Thornton,23,73,14.5,2.9,1.6,-2.2,0.045,0.09,0.252,0.55,0.103,0
Michael Beasley,21,78,14.8,6.4,1.3,0.9,0.062,0.19,0.257,0.505,0.076,0
Byron Mullens,21,13,1.1,0.8,0.1,-17.4,0.065,0.146,0.199,0.368,0.03,0
Marreese Speights,22,62,8.6,4.1,0.6,-9.1,0.098,0.208,0.253,0.524,0.062,0
Mario Chalmers,24,73,7.1,1.8,3.4,1.5,0.016,0.072,0.163,0.519,0.217,0
Nathan Jawai,23,39,3.2,2.7,0.6,-9.5,0.123,0.151,0.158,0.485,0.09,0
Joe Alexander,23,8,0.5,0.6,0.3,-24.5,0.069,0.12,0.102,0.273,0.091,0
Jodie Meeks,22,60,4.7,1.7,0.7,-3.1,0.014,0.154,0.19,0.493,0.08,0
Jerryd Bayless,21,74,8.5,1.6,2.3,1.1,0.017,0.097,0.247,0.534,0.226,0
Jermaine Taylor,23,31,4.1,1.5,0.5,-20.7,0.068,0.103,0.223,0.46,0.096,0
Jeff Teague,22,71,3.2,0.9,1.7,-2.0,0.008,0.106,0.183,0.459,0.258,1
Jeff Ayres,23,39,2.7,2.5,0.0,-6.9,0.081,0.232,0.102,0.705,0.004,0
Jason Thompson,23,75,12.5,8.5,1.7,-5.4,0.107,0.203,0.197,0.518,0.084,0
Joey Dorsey,26,15,1.5,2.9,0.1,14.9,0.17,0.29,0.124,0.455,0.025,0
Kevin Love,21,60,14.0,11.0,2.3,-7.4,0.145,0.282,0.219,0.549,0.127,1
Jrue Holiday,20,73,8.0,2.6,3.8,-5.1,0.037,0.092,0.183,0.526,0.239,1
Jordan Hill,22,47,5.2,3.7,0.4,-2.8,0.126,0.195,0.181,0.528,0.052,0
Jonny Flynn,21,81,13.5,2.4,4.4,-13.2,0.011,0.083,0.243,0.511,0.245,0
Jonas Jerebko,23,80,9.3,6.0,0.7,-3.5,0.099,0.164,0.158,0.545,0.041,0
Jon Brockman,23,52,2.8,4.1,0.4,-1.7,0.192,0.202,0.102,0.564,0.049,0
Kosta Koufos,21,36,1.5,1.3,0.2,-17.9,0.109,0.196,0.178,0.494,0.057,0
Wayne Ellington,22,76,6.6,2.1,1.0,-8.4,0.026,0.101,0.172,0.527,0.085,0
James Anderson,22,26,3.6,0.9,0.7,-7.0,0.009,0.091,0.165,0.529,0.103,0
James Harden,21,82,12.2,3.1,2.1,5.7,0.024,0.11,0.197,0.598,0.136,1
James Johnson,24,38,7.1,3.7,2.3,-3.1,0.056,0.153,0.183,0.505,0.161,0
Gerald Henderson,23,68,9.6,3.0,1.5,-2.6,0.035,0.115,0.201,0.509,0.106,0
Gordon Hayward,21,72,5.4,1.9,1.1,-8.1,0.04,0.102,0.153,0.578,0.106,1
Greg Monroe,21,80,9.4,7.5,1.3,-4.1,0.131,0.204,0.154,0.575,0.075,0
Greivis Vasquez,24,70,3.6,1.0,2.2,-6.1,0.017,0.094,0.17,0.493,0.266,0
Hamady Ndiaye,24,16,0.9,0.4,0.0,-22.9,0.029,0.088,0.076,0.681,0.0,0
Hasheem Thabeet,24,47,1.1,1.6,0.1,-14.8,0.073,0.178,0.087,0.478,0.015,0
Hassan Whiteside,22,1,0.0,0.0,0.0,-144.9,0.0,0.0,0.0,0.0,0.0,0
Jeff Teague,23,70,5.2,1.5,2.0,-2.7,0.014,0.113,0.199,0.521,0.236,1
Jrue Holiday,21,82,14.0,4.0,6.5,2.8,0.027,0.105,0.208,0.525,0.282,1
Kevin Seraphin,21,58,2.7,2.6,0.2,-14.9,0.127,0.138,0.135,0.479,0.025,0
Jeremy Evans,23,49,3.6,2.0,0.5,-2.8,0.1,0.163,0.148,0.678,0.09,0
Jermaine Taylor,24,34,6.6,1.8,0.9,-10.1,0.061,0.088,0.226,0.535,0.105,0
Jodie Meeks,23,74,10.5,2.3,1.1,2.0,0.012,0.085,0.157,0.6,0.056,0
John Wall,20,69,16.4,4.6,8.3,-9.0,0.014,0.127,0.236,0.494,0.357,1
Jon Brockman,24,63,2.2,2.9,0.3,2.1,0.126,0.203,0.097,0.567,0.041,0
Jonny Flynn,22,53,5.3,1.5,3.4,-9.4,0.014,0.08,0.19,0.444,0.284,0
Jordan Crawford,22,42,11.7,2.5,2.8,-10.3,0.032,0.085,0.264,0.456,0.197,0
Jordan Hill,23,72,5.6,4.3,0.4,-6.6,0.127,0.183,0.179,0.521,0.043,0
Christian Eyenga,22,44,6.9,2.8,0.8,-10.4,0.031,0.121,0.173,0.476,0.061,0
Cole Aldrich,22,18,1.0,1.9,0.2,3.9,0.112,0.168,0.082,0.537,0.041,0
Craig Brackins,23,3,2.7,1.3,0.3,-29.2,0.057,0.095,0.22,0.25,0.05,0
DaJuan Summers,23,22,3.4,0.5,0.1,-4.6,0.013,0.062,0.217,0.476,0.017,0
Damion James,23,25,4.4,3.4,0.8,-3.3,0.048,0.211,0.16,0.477,0.082,0
Brandon Jennings,21,63,16.2,3.7,4.8,-2.1,0.021,0.106,0.25,0.493,0.261,0
Byron Mullens,22,13,1.9,1.8,0.0,-14.8,0.072,0.237,0.211,0.366,0.0,0
Chase Budinger,23,78,9.8,3.6,1.6,4.0,0.033,0.147,0.199,0.534,0.113,0
Danny Green,24,8,5.1,1.9,0.3,12.8,0.037,0.156,0.203,0.586,0.039,0
Dante Cunningham,24,78,6.2,3.6,0.6,-3.3,0.071,0.147,0.16,0.483,0.044,0
Earl Clark,23,42,3.9,2.4,0.2,-4.6,0.092,0.153,0.201,0.456,0.035,0
Ed Davis,22,65,7.7,7.1,0.6,-9.8,0.121,0.219,0.134,0.583,0.039,0
Dominique Jones,22,18,2.3,1.4,1.1,-8.7,0.052,0.165,0.222,0.4,0.241,0
Eric Bledsoe,21,81,6.7,2.8,3.6,-7.0,0.045,0.098,0.179,0.499,0.254,0
Eric Maynor,24,82,4.2,1.5,2.9,8.4,0.027,0.092,0.169,0.485,0.313,0
Evan Turner,22,78,7.2,3.9,2.0,-0.2,0.027,0.17,0.17,0.484,0.137,0
Ekpe Udoh,24,58,4.1,3.1,0.7,6.5,0.087,0.112,0.13,0.472,0.051,0
Gani Lawal,22,1,0.0,0.0,0.0,-78.3,0.0,0.0,0.0,0.0,0.0,0
Dexter Pittman,23,2,1.0,1.5,0.0,39.1,0.143,0.182,0.208,0.333,0.0,0
Darren Collison,23,79,13.2,2.8,5.1,-3.3,0.019,0.085,0.218,0.534,0.28,0
DeJuan Blair,22,81,8.3,7.0,1.0,5.1,0.144,0.232,0.198,0.524,0.067,0
DeMar DeRozan,21,82,17.2,3.8,1.8,-7.7,0.03,0.104,0.232,0.53,0.085,1
DeMarcus Cousins,20,81,14.1,8.6,2.5,-7.5,0.105,0.247,0.272,0.484,0.149,1
Derrick Brown,23,49,3.8,2.0,0.7,-4.3,0.087,0.122,0.153,0.588,0.093,0
Derrick Caracter,23,41,2.0,1.0,0.2,-8.4,0.109,0.122,0.196,0.532,0.054,0
Derrick Favors,19,78,6.8,5.3,0.5,-7.2,0.128,0.183,0.172,0.542,0.044,0
Devin Ebanks,21,20,3.1,1.4,0.1,-14.1,0.129,0.102,0.237,0.507,0.033,0
DeMarre Carroll,24,12,0.8,0.7,0.3,1.1,0.043,0.146,0.11,0.388,0.103,0
Lance Stephenson,20,12,3.1,1.5,1.8,0.0,0.009,0.148,0.223,0.41,0.309,0
Taj Gibson,26,80,7.1,5.7,0.7,8.9,0.112,0.191,0.169,0.502,0.054,0
Terrence Williams,24,21,5.0,2.4,1.8,-13.6,0.015,0.198,0.242,0.427,0.244,0
Toney Douglas,25,81,10.6,3.0,3.0,2.6,0.036,0.104,0.199,0.534,0.202,0
Trevor Booker,23,65,5.3,3.9,0.5,-7.0,0.101,0.169,0.138,0.582,0.051,0
Stephen Curry,23,74,18.6,3.9,5.8,-0.6,0.023,0.109,0.242,0.595,0.268,1
Sam Young,26,78,7.3,2.4,0.9,1.8,0.031,0.11,0.174,0.525,0.069,0
Solomon Alabi,23,12,0.5,1.2,0.2,-18.0,0.109,0.135,0.138,0.189,0.051,0
Wayne Ellington,23,62,6.6,1.7,1.2,-8.9,0.024,0.079,0.172,0.488,0.098,0
Wesley Johnson,23,79,9.0,3.0,1.9,-6.4,0.027,0.102,0.168,0.491,0.108,0
Willie Warren,21,19,1.9,0.6,1.4,3.9,0.009,0.109,0.16,0.48,0.307,0
Xavier Henry,20,38,4.3,1.0,0.5,-6.2,0.02,0.061,0.171,0.451,0.054,0
Blake Griffin,22,82,22.5,12.1,3.8,-3.4,0.103,0.269,0.273,0.549,0.184,1
Tyreke Evans,21,57,17.8,4.8,5.6,-5.5,0.024,0.126,0.255,0.482,0.255,0
Tyler Hansbrough,25,70,11.0,5.2,0.6,-4.9,0.102,0.162,0.227,0.529,0.047,0
Andy Rautins,24,5,1.6,0.2,0.6,-18.8,0.0,0.048,0.278,0.508,0.25,0
Armon Johnson,22,38,2.9,0.9,1.2,-3.0,0.042,0.109,0.237,0.497,0.3,0
Austin Daye,23,72,7.5,3.8,1.1,-4.7,0.05,0.185,0.184,0.518,0.085,0
Avery Bradley,20,31,1.7,0.5,0.4,-17.3,0.03,0.092,0.253,0.36,0.135,0
Ty Lawson,23,80,11.7,2.6,4.7,4.3,0.037,0.077,0.193,0.593,0.272,0
Marcus Thornton,24,73,12.8,3.5,1.8,-3.7,0.039,0.129,0.245,0.525,0.133,0
Landry Fields,23,82,9.7,6.4,1.9,2.1,0.047,0.186,0.135,0.598,0.087,0
Larry Sanders,22,60,4.3,3.0,0.3,-7.6,0.075,0.164,0.176,0.448,0.033,0
Lester Hudson,26,11,1.6,0.5,1.5,-8.7,0.014,0.073,0.204,0.349,0.447,0
Luke Babbitt,22,24,1.5,1.3,0.3,-11.6,0.041,0.19,0.211,0.305,0.077,0
Luke Harangody,23,49,3.9,2.9,0.6,-3.9,0.072,0.19,0.169,0.444,0.078,0
Rodrigue Beaubois,23,28,8.4,1.9,2.3,0.1,0.016,0.102,0.256,0.5,0.213,0
Quincy Pondexter,23,66,2.8,1.3,0.4,-4.1,0.037,0.104,0.14,0.482,0.064,0
Omri Casspi,23,71,8.6,4.3,1.0,-5.0,0.049,0.163,0.165,0.517,0.063,0
Pape Sy,23,3,2.3,1.0,0.7,-25.6,0.105,0.071,0.217,0.478,0.222,0
Patrick Patterson,22,52,6.3,3.8,0.8,1.3,0.11,0.146,0.163,0.574,0.078,0
Patty Mills,22,64,5.5,0.8,1.7,-7.4,0.027,0.053,0.24,0.506,0.261,0
Paul George,21,61,7.8,3.7,1.1,-0.1,0.033,0.162,0.175,0.542,0.082,1
Lazar Hayward,24,42,3.8,1.7,0.7,-16.4,0.056,0.14,0.187,0.464,0.107,0
AJ Price,24,50,6.5,1.4,2.2,1.6,0.022,0.083,0.227,0.454,0.233,0
Al-Farouq Aminu,20,81,5.6,3.3,0.7,-7.8,0.06,0.154,0.171,0.499,0.067,0
Jimmer Fredette,23,61,7.6,1.2,1.8,-9.1,0.015,0.056,0.207,0.495,0.155,0
Jimmy Butler,22,42,2.6,1.3,0.3,18.8,0.071,0.1,0.15,0.526,0.061,1
John Wall,21,66,16.3,4.5,8.0,-6.8,0.022,0.119,0.245,0.502,0.362,1
Jon Leuer,23,46,4.7,2.6,0.5,0.2,0.087,0.162,0.174,0.536,0.072,0
Jerome Jordan,25,21,2.0,1.3,0.2,11.8,0.143,0.143,0.157,0.561,0.051,0
Craig Brackins,24,14,1.6,1.1,0.6,-32.3,0.054,0.128,0.193,0.325,0.174,0
Cory Joseph,20,29,2.0,0.9,1.2,-9.2,0.02,0.094,0.153,0.374,0.189,0
Jeremy Evans,24,29,2.1,1.7,0.4,-9.7,0.102,0.156,0.112,0.632,0.099,0
Jeremy Tyler,21,42,4.9,3.3,0.4,-9.9,0.101,0.18,0.211,0.442,0.044,0
Jordan Crawford,23,64,14.7,2.6,3.0,-9.1,0.028,0.082,0.279,0.488,0.188,0
Kyrie Irving,20,51,18.5,3.7,5.4,-5.6,0.031,0.112,0.281,0.566,0.324,1
Lance Stephenson,21,42,2.5,1.3,1.1,-4.2,0.03,0.115,0.171,0.4,0.174,0
Landry Fields,24,66,8.8,4.2,2.6,5.1,0.037,0.134,0.159,0.506,0.141,0
Larry Sanders,23,52,3.6,3.1,0.6,8.9,0.106,0.159,0.17,0.463,0.079,0
Lavoy Allen,23,41,4.1,4.2,0.8,6.6,0.081,0.218,0.148,0.488,0.089,0
Lazar Hayward,25,26,1.4,0.6,0.2,-17.1,0.017,0.102,0.183,0.427,0.054,0
Luke Babbitt,23,40,5.1,2.4,0.4,-13.3,0.033,0.179,0.176,0.556,0.052,0
Luke Harangody,24,21,2.9,2.5,0.3,-13.6,0.1,0.168,0.151,0.427,0.045,0
Malcolm Lee,22,19,3.3,1.4,1.6,-6.0,0.04,0.084,0.155,0.466,0.221,0
Jordan Williams,21,43,4.6,3.6,0.3,1.3,0.115,0.169,0.146,0.544,0.027,0
Josh Harrellson,23,37,4.4,3.9,0.3,9.9,0.094,0.206,0.149,0.505,0.033,0
Josh Selby,21,28,2.3,0.5,1.1,-7.8,0.01,0.065,0.202,0.403,0.197,0
Justin Harper,22,14,1.4,0.9,0.1,-24.3,0.037,0.145,0.213,0.318,0.047,0
Jordan Hamilton,21,26,4.4,2.4,0.8,6.9,0.052,0.199,0.221,0.508,0.114,0
Kawhi Leonard,21,64,7.9,5.1,1.1,5.2,0.078,0.165,0.143,0.573,0.066,1
Kemba Walker,22,66,12.1,3.5,4.4,-15.1,0.018,0.136,0.253,0.464,0.307,1
Kenneth Faried,22,46,10.2,7.7,0.8,0.4,0.158,0.231,0.182,0.618,0.055,0
Kevin Seraphin,22,57,7.9,4.9,0.6,-2.1,0.102,0.167,0.184,0.549,0.048,0
Klay Thompson,22,66,12.5,2.4,2.0,-4.0,0.017,0.097,0.249,0.545,0.142,1
Keith Benson,23,3,0.0,1.0,0.0,44.1,0.25,0.1,0.05,0.0,0.0,0
Damion James,24,7,4.9,4.7,0.4,-8.6,0.045,0.167,0.139,0.422,0.032,0
Hassan Whiteside,23,18,1.6,2.2,0.0,5.7,0.168,0.204,0.152,0.449,0.0,0
Hamady Ndiaye,25,3,0.0,0.0,0.0,114.3,0.0,0.0,0.111,0.0,0.0,0
Greivis Vasquez,25,66,8.9,2.6,5.4,-0.4,0.017,0.103,0.2,0.513,0.349,0
Greg Monroe,22,66,15.4,9.7,2.3,-6.7,0.135,0.241,0.234,0.563,0.13,0
Gordon Hayward,22,66,11.8,3.5,3.1,0.8,0.033,0.095,0.178,0.568,0.155,1
Evan Turner,23,65,9.4,5.8,2.8,2.8,0.018,0.232,0.202,0.478,0.164,0
Iman Shumpert,22,59,9.5,3.2,2.8,3.5,0.028,0.1,0.182,0.484,0.152,0
Jan Vesely,22,57,4.7,4.4,0.8,-4.7,0.105,0.16,0.127,0.544,0.067,0
James Anderson,23,51,3.7,1.5,0.8,8.5,0.032,0.116,0.169,0.483,0.094,0
JaJuan Johnson,23,36,3.2,1.6,0.2,-4.5,0.078,0.136,0.224,0.456,0.04,0
Isaiah Thomas,23,65,11.5,2.6,4.1,-2.7,0.031,0.085,0.196,0.574,0.246,1
DeMarcus Cousins,21,64,18.1,11.0,1.6,-5.1,0.141,0.261,0.289,0.499,0.092,1
Derrick Favors,20,65,8.8,6.5,0.7,-1.8,0.129,0.224,0.203,0.537,0.053,0
DeAndre Liggins,24,17,1.9,0.9,0.3,-27.1,0.058,0.103,0.182,0.495,0.091,0
Darius Morris,21,19,2.4,0.8,1.1,-13.7,0.014,0.09,0.19,0.5,0.221,0
Darington Hobson,24,5,0.8,0.6,1.2,10.2,0.0,0.094,0.174,0.154,0.25,0
Daniel Orton,21,16,2.8,2.4,0.3,-11.5,0.109,0.13,0.12,0.549,0.047,0
Devin Ebanks,22,24,4.0,2.3,0.5,-0.9,0.071,0.08,0.137,0.465,0.043,0
Eric Bledsoe,22,40,3.3,1.6,1.7,4.3,0.059,0.113,0.197,0.454,0.228,0
Enes Kanter,20,66,4.6,4.2,0.1,-8.2,0.135,0.231,0.169,0.539,0.016,0
Elliot Williams,23,24,3.7,0.8,0.3,-6.5,0.059,0.09,0.27,0.537,0.077,0
Ekpe Udoh,25,61,5.6,4.2,0.9,8.4,0.087,0.131,0.141,0.493,0.064,0
Ed Davis,23,66,6.3,6.6,0.9,-7.7,0.101,0.235,0.136,0.544,0.068,0
Derrick Williams,21,66,8.8,4.7,0.6,-3.3,0.06,0.183,0.21,0.499,0.046,0
E'Twaun Moore,23,38,2.9,0.9,0.9,6.0,0.014,0.096,0.2,0.474,0.188,0
Dominique Jones,23,33,2.7,1.3,1.3,-12.2,0.035,0.139,0.201,0.493,0.298,0
Dexter Pittman,24,35,3.0,2.0,0.3,4.1,0.104,0.175,0.186,0.498,0.049,0
MarShon Brooks,23,56,12.6,3.6,2.3,-11.0,0.048,0.095,0.228,0.502,0.147,0
Xavier Henry,21,45,5.3,2.4,0.8,-3.2,0.039,0.124,0.188,0.45,0.081,0
Cole Aldrich,23,26,2.2,1.8,0.1,-6.5,0.089,0.219,0.157,0.592,0.034,0
Chris Singleton,22,66,4.6,3.5,0.7,-4.7,0.033,0.151,0.116,0.462,0.051,0
Charles Jenkins,23,51,5.8,1.3,3.3,-11.6,0.01,0.076,0.187,0.482,0.306,0
Chandler Parsons,23,63,9.5,4.8,2.1,2.7,0.058,0.136,0.166,0.513,0.114,0
Travis Leslie,22,10,1.4,0.9,0.5,-29.3,0.128,0.073,0.194,0.39,0.227,0
Trevor Booker,24,50,8.4,6.5,0.8,-6.0,0.107,0.185,0.157,0.549,0.051,0
Trey Thompkins,22,24,2.4,1.0,0.1,-28.3,0.038,0.206,0.261,0.445,0.05,0
Tristan Thompson,21,60,8.2,6.5,0.5,-11.6,0.144,0.166,0.192,0.469,0.035,0
Tyler Honeycutt,21,15,1.3,0.9,0.5,-5.9,0.038,0.145,0.135,0.382,0.106,0
Vernon Macklin,25,23,2.0,1.5,0.2,-2.2,0.104,0.167,0.143,0.559,0.057,0
Wesley Johnson,24,65,6.0,2.7,0.9,-5.0,0.018,0.115,0.143,0.477,0.062,0
Andrew Goudelock,23,40,4.4,0.8,0.5,-4.2,0.014,0.068,0.228,0.488,0.085,0
Alec Burks,20,59,7.2,2.2,0.9,-2.3,0.067,0.091,0.218,0.506,0.1,0
Al-Farouq Aminu,21,66,6.0,4.7,1.0,-0.2,0.079,0.166,0.163,0.481,0.074,0
Armon Johnson,23,9,5.2,1.4,1.2,-5.8,0.008,0.108,0.184,0.515,0.167,0
Brandon Knight,20,66,12.8,3.2,3.8,-7.2,0.018,0.103,0.217,0.511,0.202,0
Bismack Biyombo,19,63,5.2,5.8,0.4,-17.5,0.087,0.201,0.13,0.48,0.032,0
Avery Bradley,21,64,7.6,1.8,1.4,5.6,0.032,0.066,0.183,0.555,0.109,0
Tobias Harris,19,42,5.0,2.4,0.5,-0.6,0.069,0.169,0.204,0.54,0.075,0
Nikola Vucevic,21,51,5.5,4.8,0.6,2.7,0.115,0.218,0.193,0.462,0.063,1
Nolan Smith,23,44,3.8,1.3,1.4,-15.5,0.033,0.089,0.192,0.434,0.196,0
Norris Cole,23,65,6.8,1.4,2.0,0.5,0.02,0.066,0.219,0.452,0.183,0
Patrick Patterson,23,64,7.7,4.5,0.8,-1.6,0.083,0.138,0.179,0.457,0.059,0
Paul George,22,66,12.1,5.6,2.4,6.1,0.033,0.175,0.193,0.555,0.133,1
Quincy Pondexter,24,64,4.2,2.0,0.4,2.2,0.061,0.084,0.131,0.517,0.041,0
Marcus Morris,22,17,2.4,0.9,0.2,-10.1,0.042,0.092,0.223,0.348,0.042,0
Markieff Morris,22,63,7.4,4.4,1.0,-2.2,0.061,0.2,0.204,0.484,0.087,0
Shelvin Mack,22,64,3.6,1.4,2.0,-2.2,0.018,0.119,0.176,0.468,0.271,0
Solomon Alabi,24,14,2.4,3.4,0.2,1.7,0.149,0.25,0.169,0.418,0.041,0
Reggie Jackson,22,45,3.1,1.2,1.6,3.0,0.036,0.085,0.198,0.408,0.243,0
Ryan Reid,25,5,1.6,0.4,0.0,15.0,0.071,0.077,0.163,0.8,0.0,0
Tristan Thompson,22,82,11.7,9.4,1.3,-5.7,0.131,0.218,0.183,0.516,0.069,0
Tornike Shengelia,21,19,1.6,1.2,0.2,2.7,0.1,0.184,0.188,0.499,0.05,0
Tony Wroten,20,35,2.6,0.8,1.2,-11.6,0.052,0.063,0.213,0.461,0.262,0
Tobias Harris,20,55,11.0,5.2,1.3,-7.8,0.06,0.188,0.218,0.527,0.087,0
Thomas Robinson,22,70,4.8,4.5,0.7,-7.0,0.126,0.211,0.19,0.451,0.073,0
